date,close
2024-04-01,1099.6500244140625
2024-04-02,1081.199951171875
2024-04-03,1077.199951171875
2024-04-04,1078.8499755859375
2024-04-05,1083.4000244140625
2024-04-08,1087.1500244140625
2024-04-09,1107.050048828125
2024-04-10,1109.4000244140625
2024-04-12,1104.4000244140625
2024-04-15,1078.3499755859375
2024-04-16,1067.050048828125
2024-04-18,1055.449951171875
2024-04-19,1067.25
2024-04-22,1086.6500244140625
2024-04-23,1090.25
2024-04-24,1096.75
2024-04-25,1113.75
2024-04-26,1107.9000244140625
2024-04-29,1160.1500244140625
2024-04-30,1150.4000244140625
2024-05-02,1139.449951171875
2024-05-03,1142.050048828125
2024-05-06,1146.300048828125
2024-05-07,1131.9000244140625
2024-05-08,1123.0
2024-05-09,1115.699951171875
2024-05-10,1117.050048828125
2024-05-13,1128.0
2024-05-14,1120.550048828125
2024-05-15,1124.3499755859375
2024-05-16,1131.050048828125
2024-05-17,1130.5
2024-05-21,1120.949951171875
2024-05-22,1111.0999755859375
2024-05-23,1134.5
2024-05-24,1131.949951171875
2024-05-27,1129.800048828125
2024-05-28,1126.949951171875
2024-05-29,1102.0
2024-05-30,1113.699951171875
2024-05-31,1121.050048828125
2024-06-03,1160.0
2024-06-04,1071.449951171875
2024-06-05,1108.6500244140625
2024-06-06,1110.4000244140625
2024-06-07,1121.699951171875
2024-06-10,1123.800048828125
2024-06-11,1118.199951171875
2024-06-12,1119.550048828125
2024-06-13,1107.3499755859375
2024-06-14,1105.6500244140625
2024-06-18,1122.8499755859375
2024-06-19,1144.449951171875
2024-06-20,1156.800048828125
2024-06-21,1158.6500244140625
2024-06-24,1170.0999755859375
2024-06-25,1197.949951171875
2024-06-26,1218.0
2024-06-27,1219.9000244140625
2024-06-28,1199.5999755859375
2024-07-01,1211.8499755859375
2024-07-02,1190.5999755859375
2024-07-03,1201.5999755859375
2024-07-04,1233.0
2024-07-05,1233.4000244140625
2024-07-08,1235.050048828125
2024-07-09,1248.25
2024-07-10,1243.199951171875
2024-07-11,1238.449951171875
2024-07-12,1232.9000244140625
2024-07-15,1229.949951171875
2024-07-16,1239.9000244140625
2024-07-18,1250.300048828125
2024-07-19,1248.6500244140625
2024-07-22,1241.1500244140625
2024-07-23,1226.75
2024-07-24,1223.0
2024-07-25,1197.9000244140625
2024-07-26,1207.199951171875
2024-07-29,1212.699951171875
2024-07-30,1209.449951171875
2024-07-31,1214.9000244140625
2024-08-01,1210.0999755859375
2024-08-02,1196.550048828125
2024-08-05,1172.5999755859375
2024-08-06,1166.8499755859375
2024-08-07,1172.449951171875
2024-08-08,1164.5999755859375
2024-08-09,1171.5999755859375
2024-08-12,1172.800048828125
2024-08-13,1168.3499755859375
2024-08-14,1161.6500244140625
2024-08-16,1187.25
